pseudotime_bin,pseudotime_center,program,mean_score,sem,n_cells
27,0.5496507,senescence,0.003592697339025899,0.018247060388481284,46
28,0.56983036,AT2_identity,1.3237908818114172,0.1066874201306504,60
28,0.56983036,AT1_identity,0.15537397728451766,0.03200571900840052,60
28,0.56983036,interferon_response,0.09213601748788897,0.03518207825931929,60
28,0.56983036,nfkb_inflammatory,0.06668006904336181,0.026719382474440372,60
28,0.56983036,oxidative_stress,0.13044037617960103,0.03529603211741423,60
28,0.56983036,AT2_to_AT1_differentiation,0.3613700090757893,0.05444408247212328,60
28,0.56983036,apoptosis,0.029843126390647512,0.014985726371333113,60
28,0.56983036,senescence,0.08917929194308509,0.023158335823210162,60
29,0.58910614,AT2_identity,0.8871237041045394,0.10407844490403788,58
29,0.58910614,AT1_identity,0.17370012258779277,0.04376795411643582,58
29,0.58910614,interferon_response,0.059558256889888146,0.020700831211776898,58
29,0.58910614,nfkb_inflammatory,0.07955739311173159,0.02497965442267568,58
29,0.58910614,oxidative_stress,0.1634199799261059,0.03926587318403763,58
29,0.58910614,AT2_to_AT1_differentiation,0.393918055720664,0.05756111295132007,58
29,0.58910614,apoptosis,0.038440294889765664,0.016703743948341017,58
29,0.58910614,senescence,0.009417585723626418,0.018948523423471697,58
30,0.6091569,AT2_identity,1.1818275368091349,0.11205882048159965,35
30,0.6091569,AT1_identity,0.2922485278269045,0.05203460185227742,35
30,0.6091569,interferon_response,0.106614049614875,0.03753245847222532,35
30,0.6091569,nfkb_inflammatory,0.13721338362858815,0.04145414798223971,35
30,0.6091569,oxidative_stress,0.19296294625041968,0.049347884681703494,35
30,0.6091569,AT2_to_AT1_differentiation,0.4803565028416076,0.08652530272911355,35
30,0.6091569,apoptosis,0.03329814242938262,0.024967501070489114,35
30,0.6091569,senescence,0.06919369461770729,0.03335936200062331,35
31,0.6294079,AT2_identity,0.8974053186666212,0.13394846264482024,34
31,0.6294079,AT1_identity,0.16869940592249547,0.04622209460639157,34
31,0.6294079,interferon_response,0.1015469566691077,0.04441133957851,34
31,0.6294079,nfkb_inflammatory,0.06742239760587827,0.0320562614450891,34
31,0.6294079,oxidative_stress,0.18259083279025914,0.05361890384806652,34
31,0.6294079,AT2_to_AT1_differentiation,0.46678085923871304,0.08150847397024714,34
31,0.6294079,apoptosis,0.04237296025891413,0.01939727188090473,34
31,0.6294079,senescence,0.049474359596375424,0.025758837822327626,34
32,0.6504677,AT2_identity,0.7334921247732151,0.14368731124330186,25
32,0.6504677,AT1_identity,0.16995347338232508,0.05356585821554762,25
32,0.6504677,interferon_response,0.058284850919303785,0.04227401981938864,25
32,0.6504677,nfkb_inflammatory,0.07209723285856437,0.04272043486474469,25
32,0.6504677,oxidative_stress,0.10051402860365495,0.052761068324001514,25
32,0.6504677,AT2_to_AT1_differentiation,0.24311458629673566,0.071018756243475,25
32,0.6504677,apoptosis,0.025925532776115662,0.025790606600401778,25
32,0.6504677,senescence,0.0016340712412694718,0.025900384349947826,25
33,0.67102104,AT2_identity,0.8643236230203558,0.149026917767468,21
33,0.67102104,AT1_identity,0.21451818682137047,0.06295071423082862,21
33,0.67102104,interferon_response,-0.01731458233535112,0.039870551136082934,21
33,0.67102104,nfkb_inflammatory,0.010026721508133465,0.03842669528719255,21
33,0.67102104,oxidative_stress,0.09118837601772868,0.05778204154510213,21
33,0.67102104,AT2_to_AT1_differentiation,0.26591886925858976,0.09805766808433859,21
33,0.67102104,apoptosis,0.06092872435945484,0.024868025807923102,21
33,0.67102104,senescence,0.012934040943927657,0.032797079054783976,21
34,0.6897509,AT2_identity,0.7902938867666555,0.14763338601617837,13
34,0.6897509,AT1_identity,0.35624738684391516,0.11197712166892912,13
34,0.6897509,interferon_response,-0.06777019693725145,0.011226755718815509,13
34,0.6897509,nfkb_inflammatory,0.014288873510876914,0.05296171500308414,13
34,0.6897509,oxidative_stress,-0.10625299818244957,0.04131046191496895,13
34,0.6897509,AT2_to_AT1_differentiation,0.12287069366064028,0.0508197093154645,13
34,0.6897509,apoptosis,0.03597810868048624,0.041525501836991274,13
34,0.6897509,senescence,-0.0632446329063259,0.023224991057900518,13
35,0.70820487,AT2_identity,0.6363976796353369,0.09678085396307474,35
35,0.70820487,AT1_identity,0.12912020050286585,0.058240726778419065,35
35,0.70820487,interferon_response,-0.023480809157040188,0.017730879549123318,35
35,0.70820487,nfkb_inflammatory,-0.012107715733398725,0.02425911428041308,35
35,0.70820487,oxidative_stress,0.019533896807514637,0.03900481381700021,35
35,0.70820487,AT2_to_AT1_differentiation,0.12924453807544037,0.05309396869273078,35
35,0.70820487,apoptosis,-0.00972676885200329,0.012931233125092775,35
35,0.70820487,senescence,0.0023269152838747593,0.02704246798837767,35
36,0.72926974,AT2_identity,0.6796567155923969,0.09972795301473712,25
36,0.72926974,AT1_identity,0.20239181713910745,0.0542293618247611,25
36,0.72926974,interferon_response,-0.01049232127132766,0.024956130351119786,25
36,0.72926974,nfkb_inflammatory,0.003071679302170501,0.03632990116495187,25
36,0.72926974,oxidative_stress,-0.0002064142695490384,0.039990153348063925,25
